KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.",,"Fat Hat, Plump Turban, Puffy Helm; Dieser sagenumwobene Pilz geht unter vielen Namen. Die Legende besagt, dass vor langer Zeit viele Zwerggemeinschaften vollständig von einem domestizierten Stamm dieses Pilzes beharrten.","Fat Hat, Dump Turban, Casque gonflé; Ce champignon légendaire porte de nombreux noms. Selon la légende, il y a longtemps, de nombreuses communautés de nains vivaient entièrement sur une souche domestiquée de ce champignon.","Cappello grasso, turbante paffuto, casco gonfio; questo leggendario fungo va con molti nomi. La leggenda sostiene che molto tempo fa, molte comunità di nani sussistevano interamente su un ceppo addomesticato di questo fungo.","Gorro Gordo, turbante regordete, casco hinchado; Este hongo legendario tiene muchos nombres. La leyenda sostiene que hace mucho tiempo, muchas comunidades de enanos subsistían únicamente de una cepa domesticada de este hongo.","Gordo Hat, Turbante Gordo, Capacete Puffy; Este cogumelo lendário passa por muitos nomes. A lenda afirma que há muito tempo, muitas comunidades de anões subsistiram inteiramente em uma estirpe domesticada deste fungo.",,,"Толстошляпник, Пухлотюрбинник, Пухлошлемник; У этого легендарного гриба много названий. Легенда гласит, что давным-давно многие сообщества гномов питались только одним одомашненным видом этого гриба.","Şişman Şapka, Tombul Eşarp, Kabarık Kasket gibi bir çok isim ile bilinen efsanevi mantar. Efsaneye göre eskiden bir çok cüce topluluğu sadece ve sadece bu mantarın evcilleştirilmiş bir türünü yiyerek hayatta kalabiliyorlarmış.","'Fed Hat', 'Tyk Turban', 'Puffet Hjelm'; Denne sagnomspundne svamp har mange navne. Legenden siger, at der for længe siden, eksisterede mange samfund af dværge, som levede udelukkende på en domesticeret udgave af denne svamp.",,"Fat Hat, Plump Turban, Puffy Hjälm; Denna mytomspunna svamp går med många namn. Legenden hävdar att många samhällen av dvärgar levde helt på en domesticerad stam av denna svamp.",,,,ふとっちょ帽子、ぽっこりターバン、ふわふわ兜…このキノコは色々な愛称で呼ばれます。伝説によれば遠い昔、多くのドワーフたちはこのキノコを栽培するだけで食を賄っていたということです。,大帽子、蓬松头巾、圆头盔；这种传说中的蘑菇有许多名字。传说很久以前，许多矮人部落都靠种植这种蘑菇维持生活。,
VEGETABLE.ROCIOMYCOTA_MUSHROOM,Rociomycota mushroom,,Rociomycota Pilz,Champignon Rociomycota,Fungo Rociomycota,Seta Rociomycota,Cogumelo Rociomycota,,,"Роциомикота ",Rociomycota Mantarı,Rociomycota-svamp,,Rociomycota svamp,,,,ロキオミコッタマッシュルーム,露菇,
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,Rociomycota mushrooms,,Rociomycota Pilze,Champignons rociomycota,Funghi Rociomycota,Setas Rociomycota,Cogumelos Rociomycota,,,"Роциомикоты ",Rociomycota Mantarı,Rociomycota-svampe,,Rociomycota svamp,,,,ロキオミコッタマッシュルーム,露菇,
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,,"Ein weißer und schwarzer gefleckter Pilz. Es ist bekannt, das Aussehen derer zu beeinflussen, die es nehmen.",Un champignon tacheté blanc et noir. Il a été connu pour affecter l'apparence de ceux qui l'ingèrent.,Un fungo macchiato bianco e nero. È noto che influisce sull'aspetto di coloro che la ingeriscono.,Un hongo de lunares blancos y negros. Se sabe que afecta la apariencia de quienes la ingieren.,Um cogumelo branco e preto manchado. Sabe-se que afecta a aparência daqueles que o ingerem.,,,"Белый и черный пятнистый гриб. Известно, что он влияет на внешний вид тех, кто его ест.","Tükentenlerin dış görünüşlerini etkilediği bilinen, siyah ve beyaz noktalara sahip bir mantar türü.","En hvid og sort plettet svamp. Den er kendt for at påvirke udseendet af dem, der indtager den.",,En vit och svart fläckig svamp. Det har varit känt att påverka utseendet hos dem som intar det.,,,,白と黒の斑点があるキノコです。食べた人の容姿に影響を与える作用があることが知られています。,黑白相间且有斑点的蘑菇。据说食用后能影响外表。,
VEGETABLE.SUNGLOW_MUSHROOM,Sunglow mushroom,,Sonnenpilz,Champignon Sunglow,Fungo Sunglow,Seta Brillosolar,Cogumelo Sunglow,,,Солнцесвет,Gün parıltısı mantarı,Solglødsvamp,,Sunglow svamp,,,,サングローマッシュルーム,霞菇,
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,Sunglow mushrooms,,Sonnenpilze,Champignons Sunglow,Funghi Sunglow,Setas Brillosolar,Cogumelos Sunglow,,,Солнцесветы,Gün parıltısı mantarı,Solglødsvampe,,Sunglow svamp,,,,サングローマッシュルーム,霞菇,
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,,"Ein leuchtend gelber Pilz, der mit dem Auftreten von Sonnenlicht leuchtet. Es verliert dieses Glühen, sobald es geerntet wird.",Un champignon jaune vif qui brille avec l'apparence de la lumière du soleil. Il perd cette lueur au moment où il est récolté.,Un fungo giallo brillante che si illumina con l'aspetto della luce solare. Perde questo bagliore nel momento in cui viene raccolto.,Un hongo amarillo brillante que brilla con la apariencia de la luz solar. Pierde este resplandor en el momento en que se cosecha.,Um cogumelo amarelo brilhante que brilha com a aparência da luz solar. Perde este brilho no momento em que é colhida.,,,"Ярко-желтый гриб, который светится с появлением солнечного света. Он теряет свечение в момент сбора урожая.",Parlak sarı renge sahip ve gün ışığında parlayan bir mantar türü. Hasat edildiği anda parıltısını kaybeder.,"En lys gul svamp, der lyser med udseendet af sollys. Den mister denne glød, lige så snart den bliver høstet.",,En ljusgul svamp som lyser med uppkomsten av solljus. Den förlorar denna glöd när den skördas.,,,,太陽の光を浴びて輝く明るい黄色のキノコです。 収穫された瞬間に輝きは失われます。,亮黄色的蘑菇，散发的光宛如阳光。采收后便不会发光。,
VEGETABLE.SYRUP_POWDER_MUSHROOM,Syrup powder mushroom,,Sirup Pulver Pilz,"Champignon Syrup Powder ",Fungo Sciroppo in polvere,Seta Jarabe en polvo,Cogumelo em pó de xarope,,,Порошкообразные грибы в сиропе,Şurup tozu mantarı,Siruppulversvamp,,Sirap pulver svamp,,,,シロップパウダーマッシュルーム,糖浆粉菇,
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,Syrup powder mushrooms,,Sirup Pulver Pilze,Champignons Syrup Powder,Funghi Sciroppo in polvere,Setas Jarabe en polvo,Cogumelos em pó de xarope,,,Порошкообразные грибы в сиропе,Şurup tozu mantarı,Siruppulversvampe,,Sirap pulver svamp,,,,シロップパウダーマッシュルーム,糖浆粉菇,
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.",,"Ein runder orange/gelber Pilz mit weißer Unterseite. Es soll vor langer Zeit von Magiern benutzt worden sein, aber zu welchem Zweck weiß niemand.","Un champignon rond orange/jaune avec un dessous blanc. On dit qu'il a été utilisé par les mages il y a longtemps, mais dans quel but, personne ne sait.","Un fungo rotondo arancione/giallo con una parte inferiore bianca. Si dice che sia stato usato dai maghi molto tempo fa, ma per quale scopo, nessuno lo sa.","Una seta redonda naranja/amarilla con una parte inferior blanca. Se dice que fue utilizado por los magos hace mucho tiempo, pero con qué propósito, nadie lo sabe.","Um cogumelo laranja/amarelo redondo com uma parte inferior branca. Dizem que foi usado por magos há muito tempo, mas para que propósito, ninguém sabe.",,,"Круглый оранжевый или желтый гриб с белой нижней стороной. Говорят, что его использовали маги давным-давно, но с какой целью никто не знает.",Sarı-turuncu arası bir renge sahip yuvarlak şekle sahip olan bu mantarın iç kısmı beyazdır. Uzun zaman önce büyücüler tarafından kullandığı anlatılır ancak nasıl ve ne amaç ile kullanıldıkları hakkında kimsenin bir fikri yok.,"En rund orange/gul svamp med en hvid underside. Den siges at have været brugt af magikere for længe siden, men ingen ved til hvilket formål.",,"En rund orange/gul svamp med vit undersida. Det sägs ha använts av magiker för länge sedan, men för vilket ändamål vet ingen.",,,,表はオレンジや黄色、裏側は白い丸いキノコです。遠い昔には魔術師が使っていたと言われています。何のために使っていたのかまでは伝わっていませんが。,橙色或黄色的圆形蘑菇，底部呈白色。据说很久以前的魔法师会使用这种蘑菇，但具体目的不得而知。,
VEGETABLE.TAMARILLO,Tamarillo,,Tamarillo,Tamarillo,Tamarillo,Tamarillo,Tamarillo,,,Тамарильо,Tamarillo,Trætomat,,Tamarillo,,,,ツリートマト,树番茄,
VEGETABLE.TAMARILLO.PLURAL,Tamarillos,,Tamarillos,Tamarillos,Tamarillo,Tamarillos,Tamarillos,,,Тамарильосы,Tamarillos,Trætomater,,Tamarillos,,,,ツリートマト,树番茄,
VEGETABLE.THIMBLEBERRY,Thimbleberry,,Fingerweckbeere,Ronce odorante,Mirtillo rosso,Frambuesa dedal,Thimbleberry,,,Наперстянка,Dağ Çileği,Hindbær,,Thimbleberry,,,,ノイチゴ,茅莓,
VEGETABLE.THIMBLEBERRY.PLURAL,Thimbleberries,,Fingerblumbeeren,Dés à dé à dé,Mirtillo rosso,Frambuesas dedal,Bagas de dedais,,,Наперстянки,Dağ Çileği,Hindbær,,Thimblebär,,,,ノイチゴ,茅莓,
VEGETABLE.TOMATO,Tomato,,Tomate,Tomate,Pomodoro,Tomate,Tomate,Tomate,,Помидор,Domates,Tomat,,Tomat,,,,トマト,番茄,
VEGETABLE.TOMATO.PLURAL,Tomatoes,,Tomaten,Tomates,Pomodori,Tomates,Tomates,Tomates,,Помидоры,Domates,Tomater,,Tomater,,,,トマト,番茄,
VEGETABLE.TOMATO.TOOLTIP,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,,"Eine Pflanze, die große rote Beeren anbaut, die oft als Gemüse verwendet werden. Kann nur in {{SEASON.SPRING}} gepflanzt werden.",Une plante qui pousse de grandes baies rouges souvent utilisées comme légume. Ne peut être planté que dans {{SEASON.SPRING}}.,Una pianta che coltiva grandi bacche rosse spesso utilizzate come ortaggio. Può essere piantato solo in {{SEASON.SPRING}}.,Una planta de grandes bayas rojas a menudo utilizadas como vegetal. Solo se puede plantar en {{SEASON.SPRING}}.,Uma planta que cresce grandes bagas vermelhas muitas vezes usado como um vegetal. Só pode ser plantada em {{SEASON.SPRING}}.,,,"Растение, на котором растут большие красные ягоды, которые часто используются в качестве овоща. Можно посадить только в {{SEASON.SPRING}}.",Büyük kırmızı meyvelere sahip bir bitki. Sadece {{SEASON.SPRING}} mevsiminde dikilebilir.,"En plante, hvorpå der vokser store røde bær, der ofte bruges som grøntsager. Kan kun plantes {{SEASON.SPRING}}.",,En växt som växer stora röda bär används ofta som grönsak. Kan endast planteras i {{SEASON.SPRING}}.,,,,野菜として食べられる大きな赤い実をつける植物です。{{SEASON.SPRING}}に植えられます。,草本植物，浆果呈红色，多为扁球状或近球状，用作蔬菜食用。仅能在{{SEASON.SPRING}}播种。,
VEGETABLE.WHEAT,Wheat,,Weizen,Blé,Grano,Trigo,Trigo,Trigo,,Пшеница,Buğday,Hvede,,Vete,,,,小麦,小麦,
VEGETABLE.WHEAT.PLURAL,Wheat,,Weizen,Blé,Grano,Trigo,Trigo,Trigo,,Пшеницы,Buğday,Hvede,,Vete,,,,小麦,小麦,
VEGETABLE.WHEAT.TOOLTIP,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.",,"Ein Getreidekorn, das in der Regel für die Herstellung von Brot verwendet wird. Es kann {{SEASON.WINTER}} überleben, dauert aber eine Weile, um zu wachsen, also wird es entweder in {{SEASON.SPRING}} oder {{SEASON.AUTUMN}} gepflanzt.","Grain de céréales généralement utilisé pour la production de pain. Il peut survivre à {{SEASON.WINTER}} mais prend un certain temps à pousser, donc il est planté dans {{SEASON.SPRING}} ou {{SEASON.AUTOMN}}.","Un grano di cereali generalmente utilizzato per la produzione di pane. Può sopravvivere a {{SEASON.WINTER}} ma richiede un po' di tempo per crescere, quindi è piantato in {{SEASON.SPRING}} o {{SEASON.AUTUMN}}.","Un grano de cereal generalmente utilizado para la producción de pan. Puede sobrevivir al {{SEASON.WINTER}} pero tarda un tiempo en crecer, por lo que se planta en {{SEASON.SPRING}} u {{SEASON.AUTUMN}}.","Um grão de cereais geralmente usado para a produção de pão. Ela pode sobreviver a {{SEASON.WINTER}}, mas leva um tempo para crescer, então é plantada em {{SEASON.SPRING}} ou {{SEASON.AUTUMN}}.",,,"Злаковое зерно обычно используется для производства хлеба. Оно может пережить {{SEASON.WINTER}}, но долго растет, поэтому его лучше сажать {{SEASON.SPRING}}, либо {{SEASON.AUTUMN}}.",Genellikle ekmek üretiminde kullanılan bir tahıl tanesi. {{SEASON.WINTER}} mevsiminde hayatta kalabilir ancak hasata hazır olması uzun sürer bu yüzden  {{SEASON.SPRING}} veya {{SEASON.AUTUMN}} dikilmesi gerekir.,"En kornsort der almindeligvis anvendes til fremstilling af brød. Den kan overleve {{SEASON.WINTER}}, men den er et stykke tid om at vokse, så den bliver enten plantet {{SEASON.SPRING}} eller {{SEASON.AUTUMN}}.",,"En spannmålskorn som vanligtvis används för produktion av bröd. Den kan överleva {{SEASON.WINTER}} men tar ett tag att växa, så den är antingen planterad i {{SEASON.SPRING}} eller {{SEASON.HÖSTEN}}.",,,,この穀物はふつうパン作りに使われます。{{SEASON.WINTER}}でも枯れずに残りますが、生育が遅くなります。そのため{{SEASON.SPRING}}か{{SEASON.AUTUMN}}に植えられます。,通常用来制作面包的谷物。能在{{SEASON.WINTER}}生存，但生长周期较长，所以通常在{{SEASON.SPRING}}或 {{SEASON.AUTUMN}}播种。,
VEGETABLE.WHEAT.USAGE,used to bake bread,,zum Brotbacken verwendet,,,,,,,,,bruges til at bage brød,,,,,,,能用来烘焙面包,

VEHICLE.DESCRIPTION,{{materialType.adjective}} {{vehicleType.noun}},,{{materialType.adjective}} {{vehicleType.noun}},,,,,,,,,{{materialType.adjective}} {{vehicleType.noun}},,,,,,,{{materialType.adjective}} {{vehicleType.noun}},

WALL.DESCRIPTION,{{materialType.adjective}} {{wallType.noun}},,{{wallType.noun}} aus {{materialType}},{{wallType.noun}} {{materialType.adjective}},{{wallType.noun}} {{materialType.adjective}},{{wallType.noun}} {{materialType.adjective}},{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}} {{materialType.adjective}},,{{wallType.noun}} {{materialType.adjective}},{{wallType.noun}} aus {{materialType}},{{materialType.adjective}} {{wallType.noun}},,{{materialType.adjective}} {{wallType.noun}},,,,{{materialType.adjective}}{{wallType.noun}},{{materialType.adjective}} {{wallType.noun}},
WALL.GEMS.NOUN,Gems,,Edelstein,Gemmes,Gemme,Muro,Joias,Gemas,,Самоцветы,Kıymetli taş,Ædelstene,,Ädelstenar,,,,宝石,宝石,
WALL.ORE.NOUN,Ore,,Erz,Or,Minerale,Muro,Minério,Minério,,Руда,Cevher,Malm,,Malm,,,,鉱石,矿石,
WALL.ROUGH_STONE.NOUN,Rock wall,,Steinwand,Mur de pierre,Parete di roccia,Muro rocoso,Muro de pedra,Parede de rocha,,Каменная стена,Taş duvar,Stenvæg,,Stenmur,,,,岩壁,石墙,
WALL.STONE_BLOCK.NOUN,Smooth stone wall,,Glatte Steinwand,Paroi lisse,Parete di pietra liscia,Muro pulido,Muro de pedra suave,Parede de rocha polida,,Стена из гладкого камня,Pürüssüz taş duvar,Glat stenvæg,,Slät stenmur,,,,磨かれた石壁,光滑的石头墙,
WALL.WOODEN.NOUN,Wood wall,,Holzwand,Mur en bois,Parete di legno,Muro de madera,Muro de madeira,Parede de madeira,,Деревянная стена,Tahta duvar,Trævæg,,Trävägg,,,,木壁,木墙,

WEAPON.BATTLE.AXE,Battle axe,,Streitaxt,,,,,,,,,Kampøkse,,,,,,,战斧,
WEAPON.BATTLE.HAMMER,Battle hammer,,Kriegshammer,,,,,,,,,Kamphammer,,,,,,,战锤,
