KEY,NOTES,ENGLISH,SPANISH
TUTORIAL.SAVING.A.STEAMDECK,,Progress is saved automatically at midnight each day.,Tu progreso se salvará automáticamente a medianoche cada día.
TUTORIAL.SAVING.B,,You can also press F5 to Quicksave.,También puedes presionar F5 para hacer un Salvado Rápido.
TUTORIAL.SAVING.B.STEAMDECK,,The game is also saved when you quit from the main menu.,La partida también se salvará cuando salgas desde el menú principal.
TUTORIAL.SAVING.C,,Press F5 to Quicksave now,Presiona F5 para hacer un Salvado Rápido ahora.
TUTORIAL.SHOW_LABEL,,Show Tutorial,Mostrar Tutorial
TUTORIAL.START.CAMERA_CONTROLS_1,,Press the WASD keys to move the camera around,Presiona las teclas WASD para mover la cámara.
TUTORIAL.START.CAMERA_CONTROLS_1.STEAMDECK,,Use the Left Stick or D-Pad to move the camera around,Usa el Stick Izquierdo o el D-Pad para mover la cámara
TUTORIAL.START.CAMERA_CONTROLS_2,,Press Q & E or scroll the mouse wheel to zoom,Presiona Q y E o utiliza la rueda del ratón para controlar el zoom
TUTORIAL.START.CAMERA_CONTROLS_2.STEAMDECK,,Press L1 and R1 to zoom in and out,Presiona L1 y R1 para acercar y alejar el zoom
TUTORIAL.START.INTRO_1,,Welcome to Mountaincore! This is an Early Access release with gameplay and features still in development.,¡Bienvenido a Mountaincore! Este Juego se encuentra en Acceso Anticipado con funciones y características todavía en desarrollo.
TUTORIAL.START.INTRO_2,,"Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!","Tu intrepida banda de colonos enanos han elegido este área para fundar su nueva colonia para su reino. Proporciónales comida, cobijo y prosperidad y, quién sabe... ¡Quizás un día esta sea la capital de su propio reino!"
TUTORIAL.STOCKPILES.A,,It is a good idea to place Stockpiles for your Settlers to place and share items.,Es una buena idea colocar Reservas para que tus Colonos coloquen y compartan sus objetos.
TUTORIAL.STOCKPILES.B,,"Select Rooms and then select Stockpile, then Tools. Drag out a Tools Stockpile in a central location.","Selecciona Habitaciones, después selecciona Reservas y después Herramientas. Arrastra para seleccionar una Reserva de Herramientas en un lugar céntrico."
TUTORIAL.TIME_AND_DATE.DESCRIPTION,,"You can view the current time, date, weather and control the game's speed here.","Puedes ver la hora, fecha y las condiciones ambientales actuales aquí. También puedes controlar la velocidad del juego."
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP,,"Click the icons or press buttons 2, 3 and 4 for increasingly faster speeds","Haz click en los iconos o presiona las teclas 2, 3 y 4 para aumentar la velocidad"
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP.STEAMDECK,,Press R2 on the icons for increasingly faster speeds,Presiona R2 en los iconos para aumentar la velocidad
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP,,Click the icon or press 1 for normal speed,Haz click en el icono o presiona 1 para la velocidad normal
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP.STEAMDECK,,Press R2 over the icon for normal speed,Presiona R2 en el icono para velocidad normal
TUTORIAL.TIME_AND_DATE.PAUSE_STEP,,Press space to pause and unpause the game,Presiona la barra espaciadora para pausar y reanudar el juego
TUTORIAL.TIME_AND_DATE.PAUSE_STEP.STEAMDECK,,Press the A button to pause and unpause the game,Presiona el botón A para pausar y reanudar el juego
TUTORIAL.VIEW_MODES.DEFAULT_STEP,,Click the left-most button to return to the default view mode,Haz click en el botón de más a la izquierda para volver a la vista general
TUTORIAL.VIEW_MODES.DEFAULT_STEP.STEAMDECK,,Press R2 on the left-most icon to return to the default view mode,Presiona R2 en el botón de más a la izquierda para volver a la vista general
TUTORIAL.VIEW_MODES.DESCRIPTION,,Below the time and date are buttons to show different views overlaid onto the game world.,Bajo la hora y fecha hay botones para mostrar diferentes vistas superpuestas sobre el mapa del juego.
TUTORIAL.VIEW_MODES.OTHER_STEP,,Click one of the other view mode buttons,Haz click en alguno de los otros botones de vistas
TUTORIAL.VIEW_MODES.OTHER_STEP.STEAMDECK,,Press R2 over one of the other view mode buttons,Presiona R2 sobre alguno de los otros botones de vistas
TUTORIAL.WORKSHOPS.A,,Wooden Planks are produced in a Sawmill by a Woodcutter. Stone Blocks are created in a Masonry Workshop by a Stonemason.,Los Tablones de Madera se producen en un Aserradero por un Leñador. Los Bloques de Piedra se producen en un Taller de Cantería por un Cantero.
TUTORIAL.WORKSHOPS.B,,Select Rooms and place a Sawmill and a Masonry Workshop. They both require a crafting station to be constructed.,Selecciona Habitaciones y coloca un Aserradero y un Taller de Cantería. Ambos requieren de una estación de trabajo.
TUTORIAL.WORKSHOPS.C,,You can press the R key to Rotate most furniture.,Puedes presionar la tecla R para Rotar la mayoría de los muebles.
TUTORIAL.WORKSHOPS.C.STEAMDECK,,You can press the X button to Rotate most furniture.,Puedes presionar el botón X para Rotar la mayoría de los muebles.
TUTORIAL.WORKSHOPS.D,,Crafting stations have a Crafting button which shows what can be produced.,Las estaciones de trabajo tienen un botón de producción que muestra que pueden producir.

VEGETABLE.BARLEY,,Barley,Cebada
VEGETABLE.BARLEY.PLURAL,,Barley,Cebada
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un grano utilizado sólo en la producción de cerveza. Se puede plantar en {{SEASON.SPRING}}, {{SEASON.SUMMER}} u {{SEASON.AUTUMN}}."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Seta Berserker
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Setas Berserker
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,Un hongo con una caperuza rosa-roja que lleva manchas blancas. Tiene propiedades alucinógenas que los guerreros usan a veces para prepararse para la batalla.
VEGETABLE.CARROT,,Carrot,Zanahoria
VEGETABLE.CARROT.PLURAL,,Carrots,Zanahorias
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un vegetal de raíz resistente que sobrevive a las heladas del {{SEASON.WINTER}}. Las zanahorias crecen rápidamente, pero solo producen una pequeña cosecha. Se pueden plantar en {{SEASON.SPRING}}, {{SEASON.SUMMER}} u {{SEASON.AUTUMN}}."
VEGETABLE.CORN,,Sweetcorn,Maíz
VEGETABLE.CORN.PLURAL,,Sweetcorn,Maíz
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Un grano de cereal también conocido como millo. Produce una cosecha abundante pero tarda alrededor de 2 temporadas en crecer y no puede sobrevivir al {{SEASON.WINTER}}, por lo que requiere ser plantado a principios de {SEASON.SPRING}}."
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,Sombrero de la muerte
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,Sombreros de la muerte
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Un hongo muy venenoso con una caperuza ancha y plana. Comer incluso una pequeña cantidad casi seguramente causará un envenenamiento mortal.
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Pitaya
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Pitayas
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Seta Azotaelfos
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Setas Azotaelfos
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Este hongo tiene un sabor simple, sin sabor para la mayoría de los humanoides. Extrañamente, su sabor es absolutamente desagradable para los elfos, que a menudo reaccionan a su consumo con vómitos explosivos, y en casos extremos, con ataques cardíacos."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Seta Puño
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Setas Puño
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Un hongo negro-azul con un sabor metálico. Se llama así por un grupo de bardos de la Era de la Oscuridad.
VEGETABLE.FOR_BEER.USAGE,,used in the brewing of {{LIQUID.BEER}},Usado en la fabricación de {{LIQUID.BEER}}
VEGETABLE.FUNGOLEM_MUSHROOM,,Fungolem mushroom meat,
VEGETABLE.FUNGOLEM_MUSHROOM.PLURAL,,Fungolem mushroom meat,
VEGETABLE.FUNGOLEM_MUSHROOM.TOOLTIP,,A tasteless fungus-like material harvested from the corpse of a fungolem.,
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Seta Resplandor
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Setas Resplandor
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,Un hongo impregnado de magia que emite luz y cambia de color con las estaciones del año.
VEGETABLE.HEMP,,Hemp,Cáñamo
VEGETABLE.HEMP.PLURAL,,Hemp,Cáñamo
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,Se procesa en el {{ROOMS.TEXTILE_WORKSHOP}} para obtener diversos materiales útiles.
VEGETABLE.HEMP.USAGE,,a material required to produce {{PRODUCT.LINEN}} in a {{ROOMS.TEXTILE_WORKSHOP}},Un material utilizado para producir {{PRODUCT.LINEN}} en un {{ROOMS.TEXTILE_WORKSHOP}}
VEGETABLE.HEMP_FIBRE,,Hemp fibre,Fibra de cáñamo
VEGETABLE.HEMP_FIBRE.PLURAL,,Hemp fibre,Fibras de cáñamo
VEGETABLE.HOPS,,Hops,Lúpulo
VEGETABLE.HOPS.PLURAL,,Hops,Lúpulo
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Una flor utilizada para dar sabor a cerveza. Debe plantarse en {{SEASON.SPRING}}.
VEGETABLE.INGREDIENT.USAGE,,"used in the cooking of soup, or can be eaten raw",Usado para cocinar sopa o comer en crudo
VEGETABLE.LOQUAT,,Loquat,Níspero
VEGETABLE.LOQUAT.PLURAL,,Loquats,Nísperos
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Seta Miltonia
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Setas Miltonia
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Una vez que se pensaba que existían sólo en la región de Hudds, ahora se encuentra en todo el mundo."
VEGETABLE.POTATO,,Potato,Patata
VEGETABLE.POTATO.PLURAL,,Potatoes,Patatas
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un vegetal con raíz almidonosa que puede sobrevivir al {{SEASON.WINTER}} por lo que es una buena opción para la mayoría de los asentamientos. Se puede plantar en {{SEASON.SPRING}}, {{SEASON.SUMMER}} u {{SEASON.AUTUMN}}."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Seta casco púrpura
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Setas casco púrpura
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Gorro Gordo, Turbante Regordete, Casco Hinchado; Este hongo legendario tiene muchos nombres. La leyenda sostiene que hace mucho tiempo, muchas comunidades de enanos subsistían únicamente de una cepa domesticada de este hongo."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Seta Rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Setas Rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,Un hongo de lunares blancos y negros. Se sabe que afecta la apariencia de quienes la ingieren.
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Seta Brillosolar
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Setas Brillosolar
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Un hongo amarillo intenso que brilla con la apariencia de la luz solar. Pierde este resplandor en el momento en que se cosecha.
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Seta Polvojarabe
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Setas Polvojarabe
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Una seta redonda naranja/amarilla con una parte inferior blanca. Se dice que fue utilizado por los magos hace mucho tiempo, pero con qué propósito, nadie lo sabe."
VEGETABLE.TAMARILLO,,Tamarillo,Tamarillo
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Tamarillos
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Frambuesa dedal
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Frambuesas dedal
VEGETABLE.TOMATO,,Tomato,Tomate
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Tomates
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Una planta de grandes bayas rojas a menudo utilizadas como verdura. Solo se puede plantar en {{SEASON.SPRING}}.
VEGETABLE.WHEAT,,Wheat,Trigo
VEGETABLE.WHEAT.PLURAL,,Wheat,Trigo
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Un grano de cereal generalmente utilizado para la producción de pan. Puede sobrevivir al {{SEASON.WINTER}} pero tarda un tiempo en crecer, por lo que se planta en {{SEASON.SPRING}} u {{SEASON.AUTUMN}}."
VEGETABLE.WHEAT.USAGE,,used to bake bread,Se usa para hornear pan

VEHICLE.DESCRIPTION,E.g. “Wagon”,{{materialType.adjective}} {{vehicleType.noun}},{{vehicleType.noun}} {{materialType.adjective}}

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}} {{materialType.adjective}}
WALL.GEMS.NOUN,,Gems,Muro de gemas
WALL.ORE.NOUN,,Ore,Muro veteado
WALL.ROUGH_STONE.NOUN,,Rock wall,Muro rocoso
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Muro pulido
WALL.WOODEN.NOUN,,Wood wall,Muro de madera

WEAPON.BATTLE.AXE,,Battle axe,Hacha de guerra
WEAPON.BATTLE.HAMMER,,Battle hammer,Martillo de guerra
WEAPON.BONE.ARROW.HEADS.NOUN,,Bone arrow head,Punta de flecha de hueso
WEAPON.BONE.ARROW.HEADS.PLURAL,,Bone arrow heads,Puntas de flecha de hueso
WEAPON.BONE.ARROWS.NOUN,,Arrow,Flecha
WEAPON.BONE.ARROWS.PLURAL,,Arrows,Flechas
WEAPON.BOW,,Bow,Arco
WEAPON.CROSSBOW,,Crossbow,Ballesta
WEAPON.METAL.ARROW.HEADS.NOUN,,Arrow head,Punta de flecha
WEAPON.METAL.ARROW.HEADS.PLURAL,,Arrow heads,Puntas de flecha
WEAPON.METAL.ARROWS.NOUN,,Arrow,Flecha
WEAPON.METAL.ARROWS.PLURAL,,Arrows,Flechas
WEAPON.METAL.BOLTS.NOUN,,Bolt,Saeta
WEAPON.METAL.BOLTS.PLURAL,,Bolts,Saetas
WEAPON.METAL.SHIELD,,Shield,Escudo
WEAPON.NONE,Used to select no weapon from the selection list,None,Ninguna
WEAPON.NO_ARMOUR,,Unarmoured,Sin armadura
WEAPON.NO_SHIELD,,Unshielded,Sin escudo
WEAPON.SWORD,,Sword,Espada
WEAPON.UNARMED,,Unarmed,Desarmado
WEAPON.WOODEN.SHIELD,,Shield,Escudo

WEATHER.TYPE.CLOUDY,,Cloudy & grey,Gris y nublado
WEATHER.TYPE.COLD_WINDS,,Cold winds,Vientos fríos
WEATHER.TYPE.PERFECT,,Perfect weather,Tiempo perfecto
WEATHER.TYPE.RAIN,,Pouring rain,Lluvioso
WEATHER.TYPE.SNOW,,Snow flurries,Nevada
WEATHER.TYPE.THUNDERSTORM,,Thunderstorm,Tormenta

WOOD.ASPEN.ADJECTIVE,,Aspen,de álamo
WOOD.ASPEN.NOUN,,Aspen,Álamo
WOOD.BAOBAB.ADJECTIVE,,Baobab,de baobab
WOOD.BAOBAB.NOUN,,Baobab,Baobab
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,de setarteza
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Setarteza
WOOD.BEECH.ADJECTIVE,,Beech,de haya
WOOD.BEECH.NOUN,,Beech,Haya
WOOD.BIRCH.ADJECTIVE,,Birch,de abedul
WOOD.BIRCH.NOUN,,Birch,Abedul
WOOD.EBONY.ADJECTIVE,,Ebony,de ébano
WOOD.EBONY.NOUN,,Ebony,Ébano
WOOD.FIR.ADJECTIVE,,Fir,de abeto
WOOD.FIR.NOUN,,Fir,Abeto
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,de hongodera
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Hongodera
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,de palohierro
WOOD.IRONWOOD.NOUN,,Ironwood,Palohierro
WOOD.MAPLE.ADJECTIVE,,Maple,de arce
WOOD.MAPLE.NOUN,,Maple,Arce
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,de nuitsia
WOOD.NUYTSIA.NOUN,,Nuytsia,Nuitsia
WOOD.OAK.ADJECTIVE,,Oaken,de roble
WOOD.OAK.NOUN,,Oak,Roble
WOOD.PECAN.ADJECTIVE,,Pecan,de pecana
WOOD.PECAN.NOUN,,Pecan,Pecana
WOOD.PINE.ADJECTIVE,,Pine,de pino
WOOD.PINE.NOUN,,Pine,Pino
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,de cedro rojo
WOOD.RED_CEDAR.NOUN,,Red cedar,Cedro rojo
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,de emperador rojo
WOOD.RED_EMPEROR.NOUN,,Red emperor,Emperador rojo
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,de palisandro
WOOD.ROSEWOOD.NOUN,,Rosewood,Palisandro
WOOD.SPRUCE.ADJECTIVE,,Spruce,de picea
WOOD.SPRUCE.NOUN,,Spruce,Picea
WOOD.STAR_PINE.ADJECTIVE,,Star pine,de pino estrella
WOOD.STAR_PINE.NOUN,,Star pine,Pino estrella
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,de sicómoro
WOOD.SYCAMORE.NOUN,,Sycamore,Sicómoro
