KEY,NOTES,ENGLISH,DANISH
VEGETABLE.WHEAT.USAGE,,used to bake bread,bruges til at bage brød

VEHICLE.DESCRIPTION,E.g. “Wagon”,{{materialType.adjective}} {{vehicleType.noun}},{{materialType.adjective}} {{vehicleType.noun}}

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{materialType.adjective}} {{wallType.noun}}
WALL.GEMS.NOUN,,Gems,Ædelstene
WALL.ORE.NOUN,,Ore,Malm
WALL.ROUGH_STONE.NOUN,,Rock wall,Stenvæg
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Glat stenvæg
WALL.WOODEN.NOUN,,Wood wall,Trævæg

WEAPON.BATTLE.AXE,,Battle axe,Kampøkse
WEAPON.BATTLE.HAMMER,,Battle hammer,Kamphammer
WEAPON.BONE.ARROW.HEADS.NOUN,,Bone arrow head,Knoglepilehoved
WEAPON.BONE.ARROW.HEADS.PLURAL,,Bone arrow heads,Knoglepilehoveder
WEAPON.BONE.ARROWS.NOUN,,Arrow,Knoglepil
WEAPON.BONE.ARROWS.PLURAL,,Arrows,Knoglepile
WEAPON.BOW,,Bow,Bue
WEAPON.CROSSBOW,,Crossbow,Armbrøst
WEAPON.METAL.ARROW.HEADS.NOUN,,Arrow head,Metalpilehoved
WEAPON.METAL.ARROW.HEADS.PLURAL,,Arrow heads,Metalpilehoveder
WEAPON.METAL.ARROWS.NOUN,,Arrow,Metalpil
WEAPON.METAL.ARROWS.PLURAL,,Arrows,Metalpile
WEAPON.METAL.BOLTS.NOUN,,Bolt,Armbrøstmetalpil
WEAPON.METAL.BOLTS.PLURAL,,Bolts,Armbrøstmetalpile
WEAPON.METAL.SHIELD,,Shield,Metalskjold
WEAPON.NONE,Used to select no weapon from the selection list,None,Intet
WEAPON.NO_ARMOUR,,Unarmoured,Ingen rustning
WEAPON.NO_SHIELD,,Unshielded,Intet skjold
WEAPON.SWORD,,Sword,Sværd
WEAPON.UNARMED,,Unarmed,Ubevæbnet
WEAPON.WOODEN.SHIELD,,Shield,Træskjold

WEATHER.TYPE.CLOUDY,,Cloudy & grey,Skyet og gråt
WEATHER.TYPE.COLD_WINDS,,Cold winds,Kolde vinde
WEATHER.TYPE.PERFECT,,Perfect weather,Perfekt vejr
WEATHER.TYPE.RAIN,,Pouring rain,Øsende regnvejr
WEATHER.TYPE.SNOW,,Snow flurries,Snebyger
WEATHER.TYPE.THUNDERSTORM,,Thunderstorm,Lyn og torden

WOOD.ASPEN.ADJECTIVE,,Aspen,Asp
WOOD.ASPEN.NOUN,,Aspen,Asp
WOOD.BAOBAB.ADJECTIVE,,Baobab,Baobab
WOOD.BAOBAB.NOUN,,Baobab,Baobab
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barksvamp
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barksvamp
WOOD.BEECH.ADJECTIVE,,Beech,Bøg
WOOD.BEECH.NOUN,,Beech,Bøg
WOOD.BIRCH.ADJECTIVE,,Birch,Birk
WOOD.BIRCH.NOUN,,Birch,Birk
WOOD.EBONY.ADJECTIVE,,Ebony,Ibenholt
WOOD.EBONY.NOUN,,Ebony,Ibenholt
WOOD.FIR.ADJECTIVE,,Fir,Gran
WOOD.FIR.NOUN,,Fir,Gran
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Svampetræ
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Svampetræ
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,Jerntræ
WOOD.IRONWOOD.NOUN,,Ironwood,Jerntræ
WOOD.MAPLE.ADJECTIVE,,Maple,Ahorn
WOOD.MAPLE.NOUN,,Maple,Ahorn
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,Nuytsia
WOOD.NUYTSIA.NOUN,,Nuytsia,Nuytsia
WOOD.OAK.ADJECTIVE,,Oaken,Eg
WOOD.OAK.NOUN,,Oak,Eg
WOOD.PECAN.ADJECTIVE,,Pecan,Pekan
WOOD.PECAN.NOUN,,Pecan,Pekan
WOOD.PINE.ADJECTIVE,,Pine,Fyrretræ
WOOD.PINE.NOUN,,Pine,Fyrretræ
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,Rød cedertræ
WOOD.RED_CEDAR.NOUN,,Red cedar,Rød cedertræ
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,Rød ahorn
WOOD.RED_EMPEROR.NOUN,,Red emperor,Rød ahorn
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,Palisander
WOOD.ROSEWOOD.NOUN,,Rosewood,Palisander
WOOD.SPRUCE.ADJECTIVE,,Spruce,Gran
WOOD.SPRUCE.NOUN,,Spruce,Gran
WOOD.STAR_PINE.ADJECTIVE,,Star pine,Stjernefyr
WOOD.STAR_PINE.NOUN,,Star pine,Stjernefyr
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,Morbærfigen
WOOD.SYCAMORE.NOUN,,Sycamore,Morbærfigen
