KEY,NOTES,ENGLISH,FRENCH
TUTORIAL.START.INTRO_1,,Welcome to Mountaincore! This is an Early Access release with gameplay and features still in development.,Bienvenue à Mountaincore ! Il s'agit d'une version Early Access avec un gameplay et des fonctionnalités encore en développement.
TUTORIAL.START.INTRO_2,,"Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!","Votre intrépide groupe de colons nains a choisi cette région pour fonder une nouvelle colonie. Fournissez-leur de la nourriture, un abri et de la prospérité et qui sait, peut-être qu'un jour cette région deviendra la capitale d'un royaume à part entière !"
TUTORIAL.STOCKPILES.A,,It is a good idea to place Stockpiles for your Settlers to place and share items.,C'est une bonne idée de placer des réserves pour que vos colons puissent placer et partager des objets.
TUTORIAL.STOCKPILES.B,,"Select Rooms and then select Stockpile, then Tools. Drag out a Tools Stockpile in a central location.","Sélectionnez Pièces, puis Réserve, et enfin Outils. Faites glisser une réserve d'outils à un endroit central."
TUTORIAL.TIME_AND_DATE.DESCRIPTION,,"You can view the current time, date, weather and control the game's speed here.","Vous pouvez voir l'heure actuelle, la date, la météo et contrôler la vitesse du jeu ici."
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP,,"Click the icons or press buttons 2, 3 and 4 for increasingly faster speeds","Cliquez sur l'icone ou cliquez sur les touches 2, 3 et 4 pour augmenter la vitesse de jeu"
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP.STEAMDECK,,Press R2 on the icons for increasingly faster speeds,Appuie sur la touche R2 sur l'icone pour augmenter la vitesse de jeu
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP,,Click the icon or press 1 for normal speed,Cliquez sur l'icône ou appuyer sur 1 pour la vitesse normale
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP.STEAMDECK,,Press R2 over the icon for normal speed,Appuyez sur R2 sur l'icône pour la vitesse normale
TUTORIAL.TIME_AND_DATE.PAUSE_STEP,,Press space to pause and unpause the game,Appuyez sur l'espace pour mettre le jeu en pause et le reprendre.
TUTORIAL.TIME_AND_DATE.PAUSE_STEP.STEAMDECK,,Press the A button to pause and unpause the game,Appuyez sur le bouton A pour mettre le jeu en pause et le reprendre.
TUTORIAL.VIEW_MODES.DEFAULT_STEP,,Click the left-most button to return to the default view mode,Cliquez sur le bouton le plus à gauche pour revenir au mode d'affichage par défaut.
TUTORIAL.VIEW_MODES.DEFAULT_STEP.STEAMDECK,,Press R2 on the left-most icon to return to the default view mode,Appuyez sur R2 sur l'icône la plus à gauche pour revenir au mode d'affichage par défaut
TUTORIAL.VIEW_MODES.DESCRIPTION,,Below the time and date are buttons to show different views overlaid onto the game world.,Sous l'heure et la date se trouvent des boutons pour afficher différentes vues superposées sur le monde du jeu.
TUTORIAL.VIEW_MODES.OTHER_STEP,,Click one of the other view mode buttons,Cliquez sur un autre mode de vue.
TUTORIAL.VIEW_MODES.OTHER_STEP.STEAMDECK,,Press R2 over one of the other view mode buttons,Appuyez sur R2 pour basculer sur un autre mode de vue.
TUTORIAL.WORKSHOPS.A,,Wooden Planks are produced in a Sawmill by a Woodcutter. Stone Blocks are created in a Masonry Workshop by a Stonemason.,Les planches de bois sont produites dans une scierie par un bûcheron. Les blocs de pierre sont créés dans une carrière par un tailleur de pierre.
TUTORIAL.WORKSHOPS.B,,Select Rooms and place a Sawmill and a Masonry Workshop. They both require a crafting station to be constructed.,Sélectionnez Pièces et placez une Scierie et une Carrière. Ils nécessitent tous deux la construction d'un établi.
TUTORIAL.WORKSHOPS.C,,You can press the R key to Rotate most furniture.,Vous pouvez appuyer sur la touche R pour faire pivoter les meubles
TUTORIAL.WORKSHOPS.C.STEAMDECK,,You can press the X button to Rotate most furniture.,Vous pouvez appuyer sur le bouton X pour faire pivoter les meubles
TUTORIAL.WORKSHOPS.D,,Crafting stations have a Crafting button which shows what can be produced.,"Les établis ont un bouton ""Plan"" qui montre ce qui peut être produit."

VEGETABLE.BARLEY,,Barley,Orge
VEGETABLE.BARLEY.PLURAL,,Barley,Orges
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un grain utilisé uniquement dans la production de bière. Peut être planté au {{SEASON.SPRING}}, en {{SEASON.SUMMER}} ou en {{SEASON.AUTOMN}}."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Champignon Berserker
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Champignons berserker
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,Un champignon avec un chapeau rose-rouge portant des taches blanches. Il a des propriétés hallucinogènes que les guerriers utilisent parfois pour préparer la bataille.
VEGETABLE.CARROT,,Carrot,Carotte
VEGETABLE.CARROT.PLURAL,,Carrots,Carottes
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un légume racine robuste qui survit au gel {{SEASON.WINTER}}. Les carottes poussent rapidement mais ne produisent qu'une petite récolte. Peut être planté au {{SEASON.SPRING}}, en {{SEASON.SUMMER}} ou en {{SEASON.AUTOMN}}."
VEGETABLE.CORN,,Sweetcorn,Maïs doux
VEGETABLE.CORN.PLURAL,,Sweetcorn,Maïs doux
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Une céréales également connu sous le nom de maïs. Il produit une récolte abondante mais prend environ 2 saisons pour croître et ne peut pas survivre à l'{{SEASON.WINTER}}, donc il faut planter au début du {{SEASON.SPRING}}."
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,Amanite phalloïde
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,Amanites phalloïdes
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Un champignon très toxique avec un chapeau large et plat. Manger même une petite quantité causera presque certainement un empoisonnement qui peut conduire à la mort.
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Fruit du dragon
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Fruits du dragon
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Fléau des Elfes
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Fléaux des Elfes
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Ce champignon a un goût simple et sans saveur pour la plupart des humanoïdes. Curieusement, il a un goût absolument dégoûtant pour les elfes, qui réagissent souvent par des vomissements explosifs après leur consommation, ou dans des cas extrêmes, par une crise cardiaque."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Champignon Poing
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Champignons Poings
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Un champignon noir-bleu au goût métallique. Il est nommé pour un groupe de bardes de l'âge des ténèbres.
VEGETABLE.FOR_BEER.USAGE,,used in the brewing of {{LIQUID.BEER}},utilisé pour brasser de la {{LIQUID.BEER}}
VEGETABLE.FUNGOLEM_MUSHROOM,,Fungolem mushroom meat,
VEGETABLE.FUNGOLEM_MUSHROOM.PLURAL,,Fungolem mushroom meat,
VEGETABLE.FUNGOLEM_MUSHROOM.TOOLTIP,,A tasteless fungus-like material harvested from the corpse of a fungolem.,
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Champignon lumineux
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Champignons lumineux
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,Un champignon imprégné de magie qui émet de la lumière et change de couleur au fil des saisons.
VEGETABLE.HEMP,,Hemp,Chanvre
VEGETABLE.HEMP.PLURAL,,Hemp,Chanvres
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,Nécessite d'être traité à {{ROOMS.TEXTILE_WORKSHOP}} pour en faire un matériau utilisable
VEGETABLE.HEMP.USAGE,,a material required to produce {{PRODUCT.LINEN}} in a {{ROOMS.TEXTILE_WORKSHOP}},Une matériau requis pour produire {{PRODUCT.LINEN}} dans l' {{ROOMS.TEXTILE_WORKSHOP}}
VEGETABLE.HEMP_FIBRE,,Hemp fibre,Fibre de chanvre
VEGETABLE.HEMP_FIBRE.PLURAL,,Hemp fibre,Fibres de chanvre
VEGETABLE.HOPS,,Hops,Houblon
VEGETABLE.HOPS.PLURAL,,Hops,Houblon
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Une fleur utilisée pour aromatiser la bière. Doit être planté au {{SEASON.SPRING}}.
VEGETABLE.INGREDIENT.USAGE,,"used in the cooking of soup, or can be eaten raw","Utilisé dans la préparation de la soupe, ou peut être consommé cru"
VEGETABLE.LOQUAT,,Loquat,Néflier du Japon
VEGETABLE.LOQUAT.PLURAL,,Loquats,Néfliers du Japon
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Champignon Miltonia
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Champignons Miltonia
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Autrefois considéré comme n'existant que dans la région de Hudds, il est maintenant présent dans le monde entier."
VEGETABLE.POTATO,,Potato,Pomme de terre
VEGETABLE.POTATO.PLURAL,,Potatoes,Pommes de terre
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Une tubercule comestible qui peut survivre {{SEASON.WINTER}} ce qui en fait un bon choix pour la plupart des colonies. Peut être planté au {{SEASON.SPRING}}, en {{SEASON.SUMMER}} ou en {{SEASON.AUTOMN}}."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Mycène à pied rouge
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Mycènes à pied rouge
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Fat Hat, Dump Turban, Casque gonflé; Ce champignon légendaire porte de nombreux noms. Selon la légende, il y a longtemps, de nombreuses communautés de nains vivaient entièrement sur une souche domestiquée de ce champignon."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Champignon Rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Champignons rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,Un champignon tacheté blanc et noir. Il a été connu pour affecter l'apparence de ceux qui l'ingèrent.
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Champignon Aurore
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Champignons Aurore
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Un champignon jaune vif qui brille avec l'apparence de la lumière du soleil. Il perd cette lueur au moment où il est récolté.
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Champignon Sirupeux-Poudreux
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Champignons Sirupeux-Poudreux
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Un champignon rond orange/jaune avec un dessous blanc. On dit qu'il a été utilisé par les mages il y a longtemps, mais dans quel but, personne ne sait."
VEGETABLE.TAMARILLO,,Tamarillo,Tamarillo
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Tamarillos
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Ronce odorante
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Ronces odorante
VEGETABLE.TOMATO,,Tomato,Tomate
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Tomates
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Une plante qui produite de gros fruits rouges souvent utilisées comme légume. Ne peut être planté que au {{SEASON.SPRING}}.
VEGETABLE.WHEAT,,Wheat,Blé
VEGETABLE.WHEAT.PLURAL,,Wheat,Blés
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Grain de céréales généralement utilisé pour la production de pain. Il peut survivre à l'{{SEASON.WINTER}} mais prend un certain temps à pousser, donc il est planté au {{SEASON.SPRING}} ou en {{SEASON.AUTOMN}}."
VEGETABLE.WHEAT.USAGE,,used to bake bread,utilisé pour faire du pain

VEHICLE.DESCRIPTION,E.g. “Wagon”,{{materialType.adjective}} {{vehicleType.noun}},{{materialType.adjective}} {{vehicleType.noun}}

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}} {{materialType.adjective}}
WALL.GEMS.NOUN,,Gems,Gemme
WALL.ORE.NOUN,,Ore,Minerai
WALL.ROUGH_STONE.NOUN,,Rock wall,Mur de pierre
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Paroi lisse
WALL.WOODEN.NOUN,,Wood wall,Mur en bois

WEAPON.BATTLE.AXE,,Battle axe,Hâche de bataille
WEAPON.BATTLE.HAMMER,,Battle hammer,Marteau de bataille
WEAPON.BONE.ARROW.HEADS.NOUN,,Bone arrow head,Tête de flèche en os
WEAPON.BONE.ARROW.HEADS.PLURAL,,Bone arrow heads,Têtes de flèche en os
WEAPON.BONE.ARROWS.NOUN,,Arrow,Flèche en os
WEAPON.BONE.ARROWS.PLURAL,,Arrows,Flèches en os
WEAPON.BOW,,Bow,Arc
WEAPON.CROSSBOW,,Crossbow,Arbalète
WEAPON.METAL.ARROW.HEADS.NOUN,,Arrow head,Tête de fèche en métal
WEAPON.METAL.ARROW.HEADS.PLURAL,,Arrow heads,Têtes de flèche en métal
WEAPON.METAL.ARROWS.NOUN,,Arrow,Flèche en métal
WEAPON.METAL.ARROWS.PLURAL,,Arrows,Flèches en métal
WEAPON.METAL.BOLTS.NOUN,,Bolt,Carreau en métal
WEAPON.METAL.BOLTS.PLURAL,,Bolts,Carreaux en métal
WEAPON.METAL.SHIELD,,Shield,Bouclier en métal
WEAPON.NONE,Used to select no weapon from the selection list,None,rien
WEAPON.NO_ARMOUR,,Unarmoured,Sans armure
WEAPON.NO_SHIELD,,Unshielded,Sans bouclier
WEAPON.SWORD,,Sword,Epée
WEAPON.UNARMED,,Unarmed,désarmé
WEAPON.WOODEN.SHIELD,,Shield,Bouclier en bois

WEATHER.TYPE.CLOUDY,,Cloudy & grey,Nuageux et gris
WEATHER.TYPE.COLD_WINDS,,Cold winds,Vent froid
WEATHER.TYPE.PERFECT,,Perfect weather,Temps parfait
WEATHER.TYPE.RAIN,,Pouring rain,Pluie battante
WEATHER.TYPE.SNOW,,Snow flurries,Neige
WEATHER.TYPE.THUNDERSTORM,,Thunderstorm,Tempête orageuse

WOOD.ASPEN.ADJECTIVE,,Aspen,en peuplier faux-tremble
WOOD.ASPEN.NOUN,,Aspen,Peuplier faux-tremble
WOOD.BAOBAB.ADJECTIVE,,Baobab,en Baobab
WOOD.BAOBAB.NOUN,,Baobab,Baobab
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,en barkshroom
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barkshroom
WOOD.BEECH.ADJECTIVE,,Beech,en hêtre
WOOD.BEECH.NOUN,,Beech,Hêtre
WOOD.BIRCH.ADJECTIVE,,Birch,en bouleau
WOOD.BIRCH.NOUN,,Birch,Bouleau
WOOD.EBONY.ADJECTIVE,,Ebony,en ébène
WOOD.EBONY.NOUN,,Ebony,Ébène
WOOD.FIR.ADJECTIVE,,Fir,en sapin
WOOD.FIR.NOUN,,Fir,Sapin
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Bois de champignons
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Bois de champignons
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,Bois de fer
WOOD.IRONWOOD.NOUN,,Ironwood,Bois de fer
WOOD.MAPLE.ADJECTIVE,,Maple,en érable
WOOD.MAPLE.NOUN,,Maple,Érable
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,Nuytsia
WOOD.NUYTSIA.NOUN,,Nuytsia,Nuytsia
WOOD.OAK.ADJECTIVE,,Oaken,en chêne
WOOD.OAK.NOUN,,Oak,Chêne
WOOD.PECAN.ADJECTIVE,,Pecan,Pacanier
WOOD.PECAN.NOUN,,Pecan,Pacanier
WOOD.PINE.ADJECTIVE,,Pine,en pin
WOOD.PINE.NOUN,,Pine,Pin
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,Cèdre rouge
WOOD.RED_CEDAR.NOUN,,Red cedar,Cèdre rouge
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,Erable du Japon
WOOD.RED_EMPEROR.NOUN,,Red emperor,Erable du Japon
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,Bois de rose
WOOD.ROSEWOOD.NOUN,,Rosewood,Bois de rose
WOOD.SPRUCE.ADJECTIVE,,Spruce,L'épicéa
WOOD.SPRUCE.NOUN,,Spruce,L'épicéa
WOOD.STAR_PINE.ADJECTIVE,,Star pine,Pin de Norfolk
WOOD.STAR_PINE.NOUN,,Star pine,Pin de Norfolk
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,Erable Sycomore
WOOD.SYCAMORE.NOUN,,Sycamore,Erable Sycomore
