KEY,NOTES,ENGLISH,ITALIAN
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} di {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,{{roomName}} piastrelle
TUTORIAL.RESOURCES.A,,Many items are crafted out of Wooden Planks and Stone Blocks. It's important to maintain a steady supply of these.,Molti oggetti sono realizzati con assi di legno e blocchi di pietra. È importante mantenerne una scorta costante.
TUTORIAL.RESOURCES.B,,Select Orders > Mine. Drag a selection over the mountain area to order your Miners to start mining.,Selezionare Ordini > Miniera. Trascinare una selezione sull'area della montagna per ordinare ai minatori di iniziare a estrarre.
TUTORIAL.RESOURCES.C,,Also select Orders > Chop. Drag a selection over a forested area to order your Woodcutters to start chopping trees.,Selezionare anche Ordini > Taglia. Trascinate una selezione su un'area boschiva per ordinare ai taglialegna di iniziare a tagliare gli alberi.
TUTORIAL.RESOURCE_COLLECTION.A,,"With all of this in place, your workshops will start producing Wooden Planks and Stone Blocks.","Con tutto questo, i vostri laboratori inizieranno a produrre assi di legno e blocchi di pietra."
TUTORIAL.RESOURCE_COLLECTION.B,,Continue until you have a reasonable supply of Planks and Blocks.,Continuate fino a quando non avrete una quantità ragionevole di tavole e blocchi.
TUTORIAL.SAVING.A,,Progress is saved automatically at midnight or when you exit the game.,"I tuoi progressi vengono salvati automaticamente a mezzanotte, e anche ogni volta che esci dal gioco. Puoi anche salvare rapidamente premendo il tasto F5."
TUTORIAL.SAVING.A.STEAMDECK,,Progress is saved automatically at midnight each day.,I progressi vengono salvati automaticamente ogni giorno a mezzanotte.
TUTORIAL.SAVING.B,,You can also press F5 to Quicksave.,È anche possibile premere F5 per il salvataggio rapido.
TUTORIAL.SAVING.B.STEAMDECK,,The game is also saved when you quit from the main menu.,Il gioco viene salvato anche quando si esce dal menu principale.
TUTORIAL.SAVING.C,,Press F5 to Quicksave now,Premete F5 per effettuare il salvataggio rapido
TUTORIAL.SHOW_LABEL,,Show Tutorial,Mostra il tutorial
TUTORIAL.START.CAMERA_CONTROLS_1,,Press the WASD keys to move the camera around,Premete i tasti WASD per spostare la telecamera.
TUTORIAL.START.CAMERA_CONTROLS_1.STEAMDECK,,Use the Left Stick or D-Pad to move the camera around,Usate lo Stick sinistro o il D-Pad per muovere la telecamera.
TUTORIAL.START.CAMERA_CONTROLS_2,,Press Q & E or scroll the mouse wheel to zoom,Premere Q ed E oppure scorri la rotella del mouse per eseguire lo zoom.
TUTORIAL.START.CAMERA_CONTROLS_2.STEAMDECK,,Press L1 and R1 to zoom in and out,Premete L1 e R1 per ingrandire e rimpicciolire
TUTORIAL.START.INTRO_1,,Welcome to Mountaincore! This is an Early Access release with gameplay and features still in development.,Benvenuti a Mountaincore! Questa è una versione Early Access con gameplay e caratteristiche ancora in fase di sviluppo.
TUTORIAL.START.INTRO_2,,"Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!","La vostra intrepida banda di coloni nani ha scelto questa zona per fondare una nuova colonia del loro regno. Fornite loro cibo, riparo e prosperità e chissà, forse un giorno questa sarà la capitale di un regno tutto suo!"
TUTORIAL.STOCKPILES.A,,It is a good idea to place Stockpiles for your Settlers to place and share items.,"È una buona idea collocare delle scorte per i propri Coloni, in modo che possano collocare e condividere gli oggetti."
TUTORIAL.STOCKPILES.B,,"Select Rooms and then select Stockpile, then Tools. Drag out a Tools Stockpile in a central location.","Selezionate Stanze e poi selezionate Stoccaggio, quindi Strumenti. Trascinare una scorta di strumenti in una posizione centrale."
TUTORIAL.TIME_AND_DATE.DESCRIPTION,,"You can view the current time, date, weather and control the game's speed here.","Qui è possibile visualizzare l'ora, la data, il meteo e controllare la velocità del gioco."
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP,,"Click the icons or press buttons 2, 3 and 4 for increasingly faster speeds","Clicca sul'icona o premi i pulsanti 2, 3 e 4 per ottenere velocità sempre maggiori."
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP.STEAMDECK,,Press R2 on the icons for increasingly faster speeds,Premete R2 sulle icone per ottenere velocità sempre maggiori.
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP,,Click the icon or press 1 for normal speed,Clicca sull'icona o premi 1 per la velocità normale
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP.STEAMDECK,,Press R2 over the icon for normal speed,Premere R2 sull'icona per la velocità normale
TUTORIAL.TIME_AND_DATE.PAUSE_STEP,,Press space to pause and unpause the game,Premere lo spazio per mettere e togliere la pausa dal gioco.
TUTORIAL.TIME_AND_DATE.PAUSE_STEP.STEAMDECK,,Press the A button to pause and unpause the game,Premete il tasto A per mettere e togliere la pausa dal gioco.
TUTORIAL.VIEW_MODES.DEFAULT_STEP,,Click the left-most button to return to the default view mode,Fare clic sul pulsante più a sinistra per tornare alla modalità di visualizzazione predefinita.
TUTORIAL.VIEW_MODES.DEFAULT_STEP.STEAMDECK,,Press R2 on the left-most icon to return to the default view mode,Premere R2 sull'icona più a sinistra per tornare alla modalità di visualizzazione predefinita.
TUTORIAL.VIEW_MODES.DESCRIPTION,,Below the time and date are buttons to show different views overlaid onto the game world.,Sotto l'ora e la data ci sono dei pulsanti che mostrano diverse viste sovrapposte al mondo di gioco.
TUTORIAL.VIEW_MODES.OTHER_STEP,,Click one of the other view mode buttons,Clicca su uno degli altri pulsanti della modalità di visualizzazione
TUTORIAL.VIEW_MODES.OTHER_STEP.STEAMDECK,,Press R2 over one of the other view mode buttons,Premere R2 su uno degli altri pulsanti della modalità di visualizzazione.
TUTORIAL.WORKSHOPS.A,,Wooden Planks are produced in a Sawmill by a Woodcutter. Stone Blocks are created in a Masonry Workshop by a Stonemason.,Le tavole di legno sono prodotte in una segheria da un taglialegna. I blocchi di pietra sono creati in un'officina di muratura da uno scalpellino.
TUTORIAL.WORKSHOPS.B,,Select Rooms and place a Sawmill and a Masonry Workshop. They both require a crafting station to be constructed.,Selezionare le stanze e posizionare una Segheria e un'Officina di muratura. Entrambi richiedono una stazione di crafting per essere costruiti.
TUTORIAL.WORKSHOPS.C,,You can press the R key to Rotate most furniture.,È possibile premere il tasto R per ruotare la maggior parte dei mobili.
TUTORIAL.WORKSHOPS.C.STEAMDECK,,You can press the X button to Rotate most furniture.,È possibile premere il pulsante X per ruotare la maggior parte dei mobili.
TUTORIAL.WORKSHOPS.D,,Crafting stations have a Crafting button which shows what can be produced.,Le stazioni di creazione hanno un pulsante di creazione che mostra ciò che può essere prodotto.

VEGETABLE.BARLEY,,Barley,Orzo
VEGETABLE.BARLEY.PLURAL,,Barley,Orzo
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un grano utilizzato solo nella produzione di birra. Può essere piantato in {{SEASON.SPRING}}, {{SEASON.SUMMER}} o {{SEASON.AUTUMN}}."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Berserker fungo
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Funghi Berserker
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,Un fungo con un cappuccio rosa-rosso che porta macchie bianche. Ha proprietà allucinogene che i guerrieri a volte usano in preparazione alla battaglia.
VEGETABLE.CARROT,,Carrot,Carota
VEGETABLE.CARROT.PLURAL,,Carrots,Carote
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un ortaggio a radice resistente che sopravvive al gelo {{SEASON.WINTER}}. Le carote crescono rapidamente ma producono solo un piccolo raccolto. Può essere piantato in {{SEASON.SPRING}}, {{SEASON.SUMMER}} o {{SEASON.AUTUMN}}."
VEGETABLE.CORN,,Sweetcorn,Mais
VEGETABLE.CORN.PLURAL,,Sweetcorn,Mais
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Un grano di cereali conosciuto anche come mais. Produce un raccolto abbondante ma richiede circa 2 stagioni per crescere e non può sopravvivere a {{SEASON.WINTER}}, quindi richiede la semina all'inizio di {{SEASON.SPRING}}."
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,Fungo Berretto mortale
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,Funghi Berretto mortale
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Un fungo molto velenoso con un cappuccio largo e piatto. Mangiare anche una piccola quantità sarà quasi certamente causare avvelenamento che può portare alla morte.
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Frutto del Drago
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Frutti del Drago
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Fungo Elfsbane
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Funghi Elfsbane
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Questo fungo ha un gusto semplice e insapore per la maggior parte degli umanoidi. Stranamente, ha un sapore assolutamente disgustoso per gli elfi, che spesso reagiscono con vomito esplosivo al momento del consumo, o in casi estremi, un attacco di cuore."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Fungo Pugno
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Funghi Pugno
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Un fungo nero-blu dal sapore metallico. Prende il nome da un gruppo di bardi dall'era delle tenebre.
VEGETABLE.FOR_BEER.USAGE,,used in the brewing of {{LIQUID.BEER}},{{LIQUID.BEER}} utilizzato per la produzione di birra
VEGETABLE.FUNGOLEM_MUSHROOM,,Fungolem mushroom meat,Carne di fungo Fungolem
VEGETABLE.FUNGOLEM_MUSHROOM.PLURAL,,Fungolem mushroom meat,Carni di fungo Fungolem
VEGETABLE.FUNGOLEM_MUSHROOM.TOOLTIP,,A tasteless fungus-like material harvested from the corpse of a fungolem.,Materiale insapore simile a un fungo raccolto dal cadavere di un fungo.
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Fungo Brillante
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Funghi Brillante
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,Un fungo magico che emana luce e cambia colore con le stagioni.
VEGETABLE.HEMP,,Hemp,Canapa
VEGETABLE.HEMP.PLURAL,,Hemp,Canapa
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,Questo viene trasformato nel {{ROOMS.TEXTILE_WORKSHOP}} in un materiale utile.
VEGETABLE.HEMP.USAGE,,a material required to produce {{PRODUCT.LINEN}} in a {{ROOMS.TEXTILE_WORKSHOP}},un materiale necessario per la produzione di {{PRODUCT.LINEN}} in un {{ROOMS.TEXTILE_WORKSHOP}}
VEGETABLE.HEMP_FIBRE,,Hemp fibre,Fibra di canapa
VEGETABLE.HEMP_FIBRE.PLURAL,,Hemp fibre,Fibre di canapa
VEGETABLE.HOPS,,Hops,Luppolo
VEGETABLE.HOPS.PLURAL,,Hops,Luppolo
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Un fiore utilizzato per l'aromatizzazione della birra. Deve essere piantato in {{SEASON.SPRING}}.
VEGETABLE.INGREDIENT.USAGE,,"used in the cooking of soup, or can be eaten raw",utilizzato per la preparazione di zuppe o può essere consumato crudo.
VEGETABLE.LOQUAT,,Loquat,Nocciolo
VEGETABLE.LOQUAT.PLURAL,,Loquats,Noccioli
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Fungo Miltonia
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Funghi Miltonia
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Un tempo si pensava di esistere solo nella regione di Hudds, ora si trova in tutto il mondo."
VEGETABLE.POTATO,,Potato,Patata
VEGETABLE.POTATO.PLURAL,,Potatoes,Patate
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un ortaggio a radice amidacea che può sopravvivere {{SEASON.WINTER}} che lo rende una buona scelta per la maggior parte degli insediamenti. Può essere piantato in {{SEASON.SPRING}}, {{SEASON.SUMMER}} o {{SEASON.AUTUMN}}."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Fungo Casco viola
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Funghi Casco viola
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Cappello grasso, turbante paffuto, casco gonfio; questo leggendario fungo va con molti nomi. La leggenda sostiene che molto tempo fa, molte comunità di nani sussistevano interamente su un ceppo addomesticato di questo fungo."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Fungo Rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Funghi Rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,Un fungo macchiato bianco e nero. È noto che influisce sull'aspetto di coloro che la ingeriscono.
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Fungo Sunglow
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Funghi Sunglow
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Un fungo giallo brillante che si illumina con l'aspetto della luce solare. Perde questo bagliore nel momento in cui viene raccolto.
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Fungo Sciroppo in polvere
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Funghi Sciroppo in polvere
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Un fungo rotondo arancione/giallo con una parte inferiore bianca. Si dice che sia stato usato dai maghi molto tempo fa, ma per quale scopo, nessuno lo sa."
VEGETABLE.TAMARILLO,,Tamarillo,Tamarillo
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Tamarillo
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Mirtillo rosso
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Mirtillo rosso
VEGETABLE.TOMATO,,Tomato,Pomodoro
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Pomodori
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Una pianta che coltiva grandi bacche rosse spesso utilizzate come ortaggio. Può essere piantato solo in {{SEASON.SPRING}}.
VEGETABLE.WHEAT,,Wheat,Grano
VEGETABLE.WHEAT.PLURAL,,Wheat,Grano
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Un grano di cereali generalmente utilizzato per la produzione di pane. Può sopravvivere a {{SEASON.WINTER}} ma richiede un po' di tempo per crescere, quindi è piantato in {{SEASON.SPRING}} o {{SEASON.AUTUMN}}."
VEGETABLE.WHEAT.USAGE,,used to bake bread,utilizzato per cuocere il pane

VEHICLE.DESCRIPTION,E.g. “Wagon”,{{materialType.adjective}} {{vehicleType.noun}},{{materialType.adjective}} {{vehicleType.noun}}

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}} {{materialType.adjective}}
WALL.GEMS.NOUN,,Gems,Gemme
WALL.ORE.NOUN,,Ore,Minerale
WALL.ROUGH_STONE.NOUN,,Rock wall,Parete di roccia
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Parete di pietra liscia
WALL.WOODEN.NOUN,,Wood wall,Parete di legno

WEAPON.BATTLE.AXE,,Battle axe,Ascia da combattimento
WEAPON.BATTLE.HAMMER,,Battle hammer,Martello da combattimento
WEAPON.BONE.ARROW.HEADS.NOUN,,Bone arrow head,Punta di freccia d'osso
WEAPON.BONE.ARROW.HEADS.PLURAL,,Bone arrow heads,Punte di freccia d'osso
WEAPON.BONE.ARROWS.NOUN,,Arrow,Freccia
WEAPON.BONE.ARROWS.PLURAL,,Arrows,Freccie
WEAPON.BOW,,Bow,Arco
WEAPON.CROSSBOW,,Crossbow,Balestra
WEAPON.METAL.ARROW.HEADS.NOUN,,Arrow head,Punta di freccia
WEAPON.METAL.ARROW.HEADS.PLURAL,,Arrow heads,Punte di freccia
WEAPON.METAL.ARROWS.NOUN,,Arrow,Freccia
WEAPON.METAL.ARROWS.PLURAL,,Arrows,Frecce
WEAPON.METAL.BOLTS.NOUN,,Bolt,Freccia
WEAPON.METAL.BOLTS.PLURAL,,Bolts,Frecce
WEAPON.METAL.SHIELD,,Shield,Scudo
WEAPON.NONE,Used to select no weapon from the selection list,None,Nessuna
WEAPON.NO_ARMOUR,,Unarmoured,Non armato
WEAPON.NO_SHIELD,,Unshielded,Non schermato
WEAPON.SWORD,,Sword,Spada
WEAPON.UNARMED,,Unarmed,Disarmato
WEAPON.WOODEN.SHIELD,,Shield,Scudo

WEATHER.TYPE.CLOUDY,,Cloudy & grey,Nuvoloso e grigio
WEATHER.TYPE.COLD_WINDS,,Cold winds,Venti freddi
WEATHER.TYPE.PERFECT,,Perfect weather,Tempo perfetto
WEATHER.TYPE.RAIN,,Pouring rain,Pioggia battente
WEATHER.TYPE.SNOW,,Snow flurries,Fiocchi di neve
WEATHER.TYPE.THUNDERSTORM,,Thunderstorm,Temporale

WOOD.ASPEN.ADJECTIVE,,Aspen,di pioppo
WOOD.ASPEN.NOUN,,Aspen,Pioppo
WOOD.BAOBAB.ADJECTIVE,,Baobab,di baobab
