KEY,NOTES,ENGLISH,RUSSIAN
TUTORIAL.STOCKPILES.A,,It is a good idea to place Stockpiles for your Settlers to place and share items.,
TUTORIAL.STOCKPILES.B,,"Select Rooms and then select Stockpile, then Tools. Drag out a Tools Stockpile in a central location.",
TUTORIAL.TIME_AND_DATE.DESCRIPTION,,"You can view the current time, date, weather and control the game's speed here.",
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP,,"Click the icons or press buttons 2, 3 and 4 for increasingly faster speeds",
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP.STEAMDECK,,Press R2 on the icons for increasingly faster speeds,
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP,,Click the icon or press 1 for normal speed,
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP.STEAMDECK,,Press R2 over the icon for normal speed,
TUTORIAL.TIME_AND_DATE.PAUSE_STEP,,Press space to pause and unpause the game,
TUTORIAL.TIME_AND_DATE.PAUSE_STEP.STEAMDECK,,Press the A button to pause and unpause the game,
TUTORIAL.VIEW_MODES.DEFAULT_STEP,,Click the left-most button to return to the default view mode,
TUTORIAL.VIEW_MODES.DEFAULT_STEP.STEAMDECK,,Press R2 on the left-most icon to return to the default view mode,
TUTORIAL.VIEW_MODES.DESCRIPTION,,Below the time and date are buttons to show different views overlaid onto the game world.,
TUTORIAL.VIEW_MODES.OTHER_STEP,,Click one of the other view mode buttons,
TUTORIAL.VIEW_MODES.OTHER_STEP.STEAMDECK,,Press R2 over one of the other view mode buttons,
TUTORIAL.WORKSHOPS.A,,Wooden Planks are produced in a Sawmill by a Woodcutter. Stone Blocks are created in a Masonry Workshop by a Stonemason.,
TUTORIAL.WORKSHOPS.B,,Select Rooms and place a Sawmill and a Masonry Workshop. They both require a crafting station to be constructed.,
TUTORIAL.WORKSHOPS.C,,You can press the R key to Rotate most furniture.,
TUTORIAL.WORKSHOPS.C.STEAMDECK,,You can press the X button to Rotate most furniture.,

VEGETABLE.BARLEY,,Barley,Ячмень
VEGETABLE.BARLEY.PLURAL,,Barley,Ячмень
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Зерно используется только при производстве пива. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Мухомор
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Мухоморы
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Гриб с розово-красной крышкой с белыми пятнами. Он обладает галлюциногенными свойствами, которые иногда используют воины при подготовке к бою."
VEGETABLE.CARROT,,Carrot,Морковь
VEGETABLE.CARROT.PLURAL,,Carrots,Моркови
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Выносливый корнеплод, который переживет холодный {{SEASON.WINTER}}. Морковь растет быстро, но дает небольшой урожай. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
VEGETABLE.CORN,,Sweetcorn,Сахарная кукуруза
VEGETABLE.CORN.PLURAL,,Sweetcorn,Сахарной кукурузы
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Зерно, также известное, как кукуруза. Оно дает большой урожай, но растет около 2 сезонов и не может пережить {{SEASON.WINTER}}, поэтому оно требует посадки в начале {{SEASON.SPRING}}."
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,Смертошляпник
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,Смертошляпники
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","Очень ядовитый гриб с широкой плоской шляпкой. Даже крошечное количество, употребленное в пищу, почти наверняка приведет к отравлению, которое может и к смерти."
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Драконфрут
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Драконфруты
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Эльфсбан
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Эльфсбаны
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Этот гриб имеет простой, безвкусный вкус для большинства гуманоидов. Как ни странно, но он абсолютно отвратителен для эльфов, у которых часто вызывает рвоту, а в крайних случаях — сердечный приступ."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Кулаковик
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Кулаковики
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Черно-синий гриб с металлическим вкусом. Он назван в честь группы бардов из эпохи Тьмы.
VEGETABLE.FOR_BEER.USAGE,,used in the brewing of {{LIQUID.BEER}},
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Светящейся гриб
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Светящиеся грибы
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,"Волшебный гриб, который излучает свет и меняет его в зависимости от сезона."
VEGETABLE.HEMP,,Hemp,Конопля
VEGETABLE.HEMP.PLURAL,,Hemp,Конопля
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,
VEGETABLE.HEMP.USAGE,,a material required to produce {{PRODUCT.LINEN}} in a {{ROOMS.TEXTILE_WORKSHOP}},
VEGETABLE.HEMP_FIBRE,,Hemp fibre,Полотно из конопли
VEGETABLE.HEMP_FIBRE.PLURAL,,Hemp fibre,Полотна из конопли
VEGETABLE.HOPS,,Hops,Хмель
VEGETABLE.HOPS.PLURAL,,Hops,Хмель
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,"Цветок, используемый для ароматизации пива. Должен быть посажен в {{SEASON.SPRING}}."
VEGETABLE.INGREDIENT.USAGE,,"used in the cooking of soup, or can be eaten raw",
VEGETABLE.LOQUAT,,Loquat,Локват
VEGETABLE.LOQUAT.PLURAL,,Loquats,Локвоты
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Мильтовик
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Мильтовики
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Когда-то считалось, что они встречаются только в регионе Хаддс, сейчас распространены во всем мире."
VEGETABLE.POTATO,,Potato,Картофелина
VEGETABLE.POTATO.PLURAL,,Potatoes,Картофелины
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Крахмальный корнеплод, который может пережить {{SEASON.WINTER}}, что делает его хорошим выбором для большинства поселений. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Пурпурошлемник
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Пурпурошлемники
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Толстошляпник, Пухлотюрбинник, Пухлошлемник; У этого легендарного гриба много названий. Легенда гласит, что давным-давно многие сообщества гномов питались только одним одомашненным видом этого гриба."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,"Роциомикота "
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,"Роциомикоты "
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Белый и черный пятнистый гриб. Известно, что он влияет на внешний вид тех, кто его ест."
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Солнцесвет
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Солнцесветы
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,"Ярко-желтый гриб, который светится с появлением солнечного света. Он теряет свечение в момент сбора урожая."
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Порошкообразные грибы в сиропе
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Порошкообразные грибы в сиропе
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Круглый оранжевый или желтый гриб с белой нижней стороной. Говорят, что его использовали маги давным-давно, но с какой целью никто не знает."
VEGETABLE.TAMARILLO,,Tamarillo,Тамарильо
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Тамарильосы
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Наперстянка
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Наперстянки
VEGETABLE.TOMATO,,Tomato,Помидор
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Помидоры
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,"Растение, на котором растут большие красные ягоды, которые часто используются в качестве овоща. Можно посадить только в {{SEASON.SPRING}}."
VEGETABLE.WHEAT,,Wheat,Пшеница
VEGETABLE.WHEAT.PLURAL,,Wheat,Пшеницы
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Злаковое зерно обычно используется для производства хлеба. Оно может пережить {{SEASON.WINTER}}, но долго растет, поэтому его лучше сажать {{SEASON.SPRING}}, либо {{SEASON.AUTUMN}}."
VEGETABLE.WHEAT.USAGE,,used to bake bread,

VEHICLE.DESCRIPTION,E.g. “Wagon”,{{materialType.adjective}} {{vehicleType.noun}},

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}} {{materialType.adjective}}
WALL.GEMS.NOUN,,Gems,Самоцветы
WALL.ORE.NOUN,,Ore,Руда
WALL.ROUGH_STONE.NOUN,,Rock wall,Каменная стена
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Стена из гладкого камня
WALL.WOODEN.NOUN,,Wood wall,Деревянная стена

WEAPON.BATTLE.AXE,,Battle axe,
WEAPON.BATTLE.HAMMER,,Battle hammer,
WEAPON.BONE.ARROW.HEADS.NOUN,,Bone arrow head,
WEAPON.BONE.ARROW.HEADS.PLURAL,,Bone arrow heads,
WEAPON.BONE.ARROWS.NOUN,,Arrow,Стрела
WEAPON.BONE.ARROWS.PLURAL,,Arrows,Стрелы
WEAPON.BOW,,Bow,Лук
WEAPON.CROSSBOW,,Crossbow,
WEAPON.METAL.ARROW.HEADS.NOUN,,Arrow head,
WEAPON.METAL.ARROW.HEADS.PLURAL,,Arrow heads,
WEAPON.METAL.ARROWS.NOUN,,Arrow,Стрела
WEAPON.METAL.ARROWS.PLURAL,,Arrows,Стрелы
WEAPON.METAL.BOLTS.NOUN,,Bolt,
WEAPON.METAL.BOLTS.PLURAL,,Bolts,
WEAPON.METAL.SHIELD,,Shield,
WEAPON.NONE,Used to select no weapon from the selection list,None,
WEAPON.NO_ARMOUR,,Unarmoured,
WEAPON.NO_SHIELD,,Unshielded,
WEAPON.SWORD,,Sword,
WEAPON.UNARMED,,Unarmed,"Безоружный "
WEAPON.WOODEN.SHIELD,,Shield,

WEATHER.TYPE.CLOUDY,,Cloudy & grey,Облачно
WEATHER.TYPE.COLD_WINDS,,Cold winds,Холодный ветер
WEATHER.TYPE.PERFECT,,Perfect weather,Прекрасная погода
WEATHER.TYPE.RAIN,,Pouring rain,Ливень
WEATHER.TYPE.SNOW,,Snow flurries,Снегопад
WEATHER.TYPE.THUNDERSTORM,,Thunderstorm,Гроза

WOOD.ASPEN.ADJECTIVE,,Aspen,Осиновый
WOOD.ASPEN.NOUN,,Aspen,Осина
WOOD.BAOBAB.ADJECTIVE,,Baobab,Баобабовый
WOOD.BAOBAB.NOUN,,Baobab,Баобаб
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Баркшрумовый
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Баркшрум
WOOD.BEECH.ADJECTIVE,,Beech,Буковый
WOOD.BEECH.NOUN,,Beech,Бук
WOOD.BIRCH.ADJECTIVE,,Birch,Береза
